Table,Field,Type,RefTable,RefField,Adjust,EnumTypeString
FLD_SalvagePointList,SpecialItem,Item,,,0,
FLD_SalvageTable,ColleTable*#,Reference,FLD_SalvageItemSet,,0,
FLD_SalvageTable,EnemyPopTable*#,Reference,FLD_SalvageEnemySet,,0,
FLD_SalvageTable,TresureTable*#,Reference,FLD_SalvageItemSet,,0,
FLD_SePop,Condition,Reference,FLD_ConditionList,,0,
FLD_SePop,QuestFlag,QuestFlagIra,,,0,
FLD_SePop,ScenarioFlag*,Flag,Scenario,,0,
FLD_SePop,SEpopTime,Enum,,,0,TimeRange
FLD_TimeInfo,msg,Message,fld_mapinfo,,0,
FLD_Tutorial,QuestFlag,QuestFlag,,,0,
FLD_Tutorial,ScenarioFlagMin,Flag,Scenario,,0,
FLD_WarpGimmick,Condition,Reference,FLD_ConditionList,,0,
FLD_WarpGimmick,FSID,Reference,FLD_FieldSkillSetting,,0,
FLD_WeatherInfo,msg,Message,fld_mapinfo,,0,
IRA_Party,blade*,Reference,CHR_Dr,,0,
IRA_Party,driver*,Reference,CHR_Dr,,0,
ITM_*,sort*,Hide,,,0,
ITM_BoosterList,Category,Message,menu_ideacollar_ms,,1,
ITM_BoosterList,Name,Message,itm_booster,,0,
ITM_BoosterList,Rarity,Message,menu_rarity,,1,
ITM_CollectionList,Caption,Hide,,,0,
ITM_CollectionList,Category,Message,menu_collectionitemtype,,-3,
ITM_CollectionList,Name,Message,itm_collection,,0,
ITM_CollectionList,Rarity,Message,menu_rarity,,1,
ITM_CollectionList,Zone,Reference,FLD_maplist,,0,
ITM_CrystalList,BladeID,Reference,CHR_Bl,,0,
ITM_CrystalList,CommonAtr,Reference,MNU_Msg_Attr,,1,
ITM_CrystalList,CommonWpn,Reference,ITM_PcWpnType,,0,
ITM_CrystalList,Condition,Reference,FLD_ConditionList,,0,
ITM_CrystalList,Name,Message,itm_crystal,,0,
ITM_CrystalList,Rarity,Message,menu_rarity,,1,
ITM_EventList,Caption,Message,itm_evt,,0,
ITM_EventList,Name,Message,itm_evt,,0,
ITM_FavoriteList,Caption,Hide,,,0,
ITM_FavoriteList,Category,Message,menu_favorite_category,,-11,
ITM_FavoriteList,Name,Message,itm_favorite,,0,
ITM_FavoriteList,Rarity,Message,menu_rarity,,1,
ITM_FavoriteList,Type,Reference,BTL_PouchBuffSet,,0,
ITM_FavoriteList,Zone,Reference,FLD_maplist,,0,
ITM_HanaArtsEnh,Condition,Reference,FLD_ConditionList,,0,
ITM_HanaArtsEnh,Enhance,Reference,BTL_Enhance,,0,
ITM_HanaArtsEnh,Name,Message,itm_orb,,0,
ITM_HanaAssist,Condition,Reference,FLD_ConditionList,,0,
ITM_HanaAssist,Enhance,Reference,BTL_Enhance,,0,
ITM_HanaAssist,Name,Message,itm_orb,,0,
ITM_HanaAtr,Atr,Reference,MNU_Msg_Attr,,1,
ITM_HanaAtr,Caption,Message,itm_hana_atr_ms,,0,
ITM_HanaAtr,Condition,Reference,FLD_ConditionList,,0,
ITM_HanaAtr,Name,Message,itm_hana_atr_ms,,0,
ITM_HanaNArtsSet,Condition,Reference,FLD_ConditionList,,0,
ITM_HanaNArtsSet,Name,Message,itm_hana_narts_set_ms,,0,
ITM_HanaNArtsSet,NArts,Reference,BTL_Buff,,0,
ITM_HanaRole,Condition,Reference,FLD_ConditionList,,0,
ITM_HanaRole,Name,Message,itm_hana_role_ms,,0,
ITM_HanaRole,Role,Message,menu_role_name_ms,,0,
ITM_InfoList,Caption,Message,itm_info,,0,
ITM_InfoList,Name,Message,itm_info,,0,
ITM_Orb,EquipItemID,Item,,,0,
ITM_Orb,Name,Message,itm_orb,,0,
ITM_Orb,Rarity,Message,menu_rarity,,1,
ITM_Orb,Recipe,Reference,ITM_OrbRecipe,,0,
ITM_OrbEquip,Enhance,Reference,BTL_Enhance,,0,
ITM_OrbEquip,Name,Message,itm_orb,,0,
ITM_OrbEquip,Rarity,Message,menu_rarity,,1,
ITM_OrbRecipe,ItemID*,Item,,,0,
ITM_OrbRecipe,Rarity,Message,menu_rarity,,1,
ITM_OrbRecipe,RecipeType,Enum,,,0,RecipeType
ITM_OrbRecipe,RscCat,Message,menu_collectionitemtype,,-3,
ITM_PcEquip,Enhance*,Reference,BTL_Enhance,,0,
ITM_PcEquip,Name,Message,itm_pcequip,,0,
ITM_PcEquip,Rarity,Message,menu_rarity,,1,
ITM_PcEquip,Zone*,Reference,FLD_maplist,,0,
ITM_PcWpn,Enhance*,Reference,BTL_Enhance,,0,
ITM_PcWpn,Name,Message,itm_pcwpn_ms,,0,
ITM_PcWpn,RscL,Reference,RSC_PcWpn,,0,
ITM_PcWpn,RscR,Reference,RSC_PcWpn,,0,
ITM_PcWpn,WpnType,Reference,ITM_PcWpnType,,0,
ITM_PcWpnChip,CreateWpn*,Reference,ITM_PcWpn,,0,
ITM_PcWpnChip,Name,Message,itm_pcwpnchip_ms,,0,
ITM_PcWpnChip,Rarity,Message,menu_rarity,,1,
ITM_PcWpnChip,Zone*,Reference,FLD_maplist,,0,
ITM_PcWpnType,Motion,Reference,ITM_PcWpnType,,0,
ITM_PcWpnType,Name,Message,itm_pcwpntype_ms,,0,
ITM_PcWpnType,Role,Message,menu_role_name_ms,,0,
ITM_PreciousList,Caption,Message,itm_precious,,0,
ITM_PreciousList,Name,Message,itm_precious,,0,
ITM_PreciousList,Type,Reference,FLD_OwnerBonus,,0,
ITM_SalvageList,Caption,Message,itm_salvage,,0,
ITM_SalvageList,Name,Message,itm_salvage,,0,
ITM_SalvageList,Rarity,Message,menu_rarity,,1,
ITM_TresureList,Name,Message,itm_tresure,,0,
ITM_TresureList,Rarity,Message,menu_rarity,,1,
ITM_TresureList,Zone,Reference,FLD_maplist,,0,
ma*_FLD_EnemyPop,Condition,Reference,FLD_ConditionList,,0,
ma*_FLD_EnemyPop,ene*ID,Reference,CHR_EnArrange,,0,
ma*_FLD_EnemyPop,muteki_Condition,Reference,FLD_ConditionList,,0,
ma*_FLD_EnemyPop,muteki_QuestFlag,QuestFlag,,,0,
ma*_FLD_EnemyPop,POP_TIME,Enum,,,0,TimeRange
ma*_FLD_EnemyPop,QuestFlag,QuestFlag,,,0,
ma*_FLD_EnemyPop,ScenarioFlag*,Flag,Scenario,,0,
ma*_FLD_EventPop,Condition,Reference,FLD_ConditionList,,0,
ma*_FLD_EventPop,EventID,Event,,,0,
ma*_FLD_EventPop,QuestFlag,QuestFlag,,,0,
ma*_FLD_EventPop,ScenarioFlag*,Flag,Scenario,,0,
ma*_FLD_LandmarkPop,category,Enum,,,0,LandmarkType
ma*_FLD_LandmarkPop,cndID,Reference,FLD_ConditionList,,0,
ma*_FLD_LandmarkPop,MAPJUMPID,Reference,SYS_MapJumpList,,0,
ma*_FLD_LandmarkPop,menuGroup,Reference,MNU_MapGroup,,0,
ma*_FLD_LandmarkPop,MSGID,Message,fld_landmark,,0,
ma*_FLD_LandmarkPop,stoff_cndID,Reference,FLD_ConditionList,,0,
ma*_FLD_MobPop,Condition,Reference,FLD_ConditionList,,0,
ma*_FLD_MobPop,Group,Reference,FLD_NpcGroupId,,0,
ma*_FLD_MobPop,MOBGroupID,Reference,FLD_MobGroupList,,0,
ma*_FLD_MobPop,MobID,Reference,RSC_MobList,,0,
ma*_FLD_MobPop,Mot,Reference,FLD_NpcMobMotionId,,0,
ma*_FLD_MobPop,QuestFlag,QuestFlag,,,0,
ma*_FLD_MobPop,ScenarioFlag*,Flag,Scenario,,0,
ma*_FLD_MobPop,TimeRange,Enum,,,0,TimeRange
ma*_FLD_NpcPop,Condition,Reference,FLD_ConditionList,,0,
ma*_FLD_NpcPop,EventID,Event,,,0,
ma*_FLD_NpcPop,FSID*,Reference,FLD_FieldSkillSetting,,0,
ma*_FLD_NpcPop,Group,Reference,FLD_NpcGroupId,,0,
ma*_FLD_NpcPop,Mot,Reference,FLD_NpcMobMotionId,,0,
ma*_FLD_NpcPop,NpcID,Reference,RSC_NpcList,,0,
ma*_FLD_NpcPop,QuestFlag,QuestFlag,,,0,
ma*_FLD_NpcPop,QuestID,QuestFlag,,,0,
ma*_FLD_NpcPop,ScenarioFlag*,Flag,Scenario,,0,
ma*_FLD_NpcPop,ShopID,Reference,MNU_ShopList,,0,
ma*_FLD_NpcPop,TimeRange,Enum,,,0,TimeRange
ma*_FLD_PreciousPopList,Condition,Reference,FLD_ConditionList,,0,
ma*_FLD_PreciousPopList,itmID,Reference,ITM_PreciousList,,0,
ma*_FLD_PreciousPopList,QuestFlag,QuestFlag,,,0,
ma*_FLD_PreciousPopList,QuestID,QuestFlag,,,0,
ma*_FLD_PreciousPopList,ScenarioFlag*,Flag,Scenario,,0,
ma*a_FLD_AutoTalk,BeforeID,Reference,ma*a_FLD_AutoTalk,,0,
ma*a_FLD_AutoTalk,Condition,Reference,FLD_ConditionList,,0,
ma*a_FLD_AutoTalk,MOBID,Reference,ma*a_FLD_MobPop,,0,
ma*a_FLD_AutoTalk,Text,Message,autotalk_ma*,,0,
ma*a_FLD_CollectionPopList,Condition,Reference,FLD_ConditionList,,0,
ma*a_FLD_CollectionPopList,FSID,Reference,FLD_FieldSkillList,,0,
ma*a_FLD_CollectionPopList,itm*ID,Reference,ITM_CollectionList,,0,
ma*a_FLD_CollectionPopList,POP_TIME,Enum,,,0,TimeRange
ma*a_FLD_MapObjPop,Condition,Reference,FLD_ConditionList,,0,
ma*a_FLD_MapObjPop,RSC_ID,Reference,RSC_MapObjList,,0,
ma*a_FLD_TboxPop,Condition,Reference,FLD_ConditionList,,0,
ma*a_FLD_TboxPop,FSID*,Reference,FLD_FieldSkillSetting,,0,
ma*a_FLD_TboxPop,itm*ID,Item,,,0,
ma*a_FLD_TboxPop,RSC_ID,Reference,RSC_TboxList,,0,
ma04a_FLD_AutoTalk,Text,Message,autotalk_ma02,,0,
ma40a_FLD_EnemyPop,muteki_QuestFlag,QuestFlagIra,,,0,
ma40a_FLD_EnemyPop,QuestFlag,QuestFlagIra,,,0,
ma40a_FLD_EventPop,QuestFlag,QuestFlagIra,,,0,
ma40a_FLD_MobPop,QuestFlag,QuestFlagIra,,,0,
ma40a_FLD_NpcPop,QuestFlag,QuestFlagIra,,,0,
ma40a_FLD_NpcPop,QuestID,QuestFlagIra,,,0,
ma40a_FLD_PreciousPopList,QuestFlag,QuestFlagIra,,,0,
ma40a_FLD_PreciousPopList,QuestID,QuestFlagIra,,,0,
ma41a_FLD_EnemyPop,muteki_QuestFlag,QuestFlagIra,,,0,
ma41a_FLD_EnemyPop,QuestFlag,QuestFlagIra,,,0,
ma41a_FLD_EventPop,QuestFlag,QuestFlagIra,,,0,
ma41a_FLD_MobPop,QuestFlag,QuestFlagIra,,,0,
ma41a_FLD_NpcPop,QuestFlag,QuestFlagIra,,,0,
ma41a_FLD_NpcPop,QuestID,QuestFlagIra,,,0,
ma42a_FLD_EnemyPop,muteki_QuestFlag,QuestFlagIra,,,0,
ma42a_FLD_EnemyPop,QuestFlag,QuestFlagIra,,,0,
ma49c_FLD_EventPop,QuestFlag,QuestFlagIra,,,0,
ma49c_FLD_NpcPop,QuestFlag,QuestFlagIra,,,0,
ma49c_FLD_NpcPop,QuestID,QuestFlagIra,,,0,
ma90a_FLD_AutoTalk,Text,Message,autotalk_ma02,,0,
MIN_TT_Stage,Condition,Reference,FLD_ConditionList,,0,
MIN_TT_Tbox,cond*,Reference,FLD_ConditionList,,0,
MIN_TT_Tbox,tdef*,Reference,MIN_TT_Tdef,,0,
MIN_TT_Tdef,item*,Item,,,0,
mnu*_txt,text_id,Message,menu_ms,,0,
MNU_AnnouncePage,summary,Message,menu_announce,,0,
MNU_AnnouncePage,title,Message,menu_announce,,0,
MNU_AnnounceSchedule,schedule,Message,menu_announce,,0,
MNU_AnnounceSchedule,summary,Message,menu_announce,,0,
MNU_AnnounceSchedule,title,Message,menu_announce,,0,
MNU_BladeCreate,limited_item,Item,,,0,
MNU_BtnChallenge2,BtnType*,Enum,,,0,ButtonType
MNU_BtnChallenge2,Param*,Reference,MNU_ChallengeParam,,0,
MNU_BtnChallengeSeq,challenge*,Reference,MNU_BtnChallenge2,,0,
MNU_CampCraft,driver_id,Reference,CHR_Dr,,0,
MNU_CampCraft,shop_id,Reference,MNU_ShopList,,0,
MNU_CampCraft,summary_msg,Message,menu_camp_ms,,0,
MNU_ChallengeResult,Text,Message,menu_ms,,0,
MNU_CharBladeOrder,layer,Reference,MNU_FSMenu,,0,
MNU_CharBladeOrder,useCond,Reference,MNU_Condition,,0,
MNU_CharBladeOrder_ira,layer,Reference,MNU_FSMenu,,0,
MNU_CharBladeOrder_ira,useCond,Reference,MNU_Condition,,0,
MNU_CharDriverOrder,layer,Reference,MNU_FSMenu,,0,
MNU_CharDriverOrder,useCond,Reference,MNU_Condition,,0,
MNU_CharDriverOrder_ira,layer,Reference,MNU_FSMenu,,0,
MNU_CharDriverOrder_ira,useCond,Reference,MNU_Condition,,0,
MNU_CharHanaOrder,layer,Reference,MNU_FSMenu,,0,
MNU_CharHanaOrder,useCond,Reference,MNU_Condition,,0,
MNU_CmnWindow,select_cancel_txt,Message,menu_cmnwindow,,0,
MNU_CmnWindow,select_ok_txt,Message,menu_cmnwindow,,0,
MNU_CmnWindow,text,Message,menu_cmnwindow,,0,
MNU_CmnWindow,title,Message,menu_cmnwindow,,0,
MNU_Condition,cond,Reference,FLD_ConditionList,,0,
MNU_DlcGift,condition,Reference,FLD_ConditionList,,0,
MNU_DlcGift,getflag,Flag,1bit,,0,
MNU_DlcGift,item_id,Item,,,0,
MNU_DlcGift,title,Message,menu_dlc_gift,,0,
MNU_EventTheater*,blade_id,Reference,CHR_Bl,,0,
MNU_EventTheater*,chapter,Reference,MNU_MsgEvthChapter,,0,
MNU_EventTheater*,condition,Flag,Scenario,,0,
MNU_EventTheater*,event_id,Event,,,0,
MNU_EventTheater*,maincast,Reference,MNU_MsgEvthCast,,0,
MNU_EventTheater*,map_id,Reference,FLD_maplist,,0,
MNU_EventTheater*,title,Message,menu_ev_theater_ms,,0,
MNU_FSMenu,desc,Reference,MNU_Msg_MenuDescription,,0,
MNU_FSMenu,layer_id,Layer,,,0,
MNU_FSMenu,text,Message,menu_sub_contents_ms,,0,
MNU_HanaSet,name,Message,menu_ms,,0,
MNU_MainOrder,guide,Reference,MNU_Msg_OperationGuide,,0,
MNU_MainOrder,layer,Layer,,,0,
MNU_MainOrder,subTitle,Reference,MNU_Msg_SubContents,,0,
MNU_MainOrder,title,Message,menu_main_contents_ms,,0,
MNU_MainOrder,useCond,Reference,MNU_Condition,,0,
MNU_MainOrder_ira,guide,Reference,MNU_Msg_OperationGuide,,0,
MNU_MainOrder_ira,layer,Layer,,,0,
MNU_MainOrder_ira,subTitle,Reference,MNU_Msg_SubContents,,0,
MNU_MainOrder_ira,title,Message,menu_main_contents_ms,,0,
MNU_MainOrder_ira,useCond,Reference,MNU_Condition,,0,
MNU_MapGroup,condition,Reference,FLD_ConditionList,,0,
MNU_MapGroup,disp_name,Message,mnu_map_level_name_ms,,0,
MNU_MapInfo,condition,Reference,FLD_ConditionList,,0,
MNU_MapInfo,disp_name,Message,mnu_map_level_name_ms,,0,
MNU_Msg_ANGInfo,name,Message,menu_ang_info,,0,
MNU_Msg_ArtsRange,name,Message,menu_range_type,,0,
MNU_Msg_ArtsType,name,Message,menu_arts_type,,0,
MNU_Msg_ArtsTypeIndex,name,Message,menu_ms,,0,
MNU_Msg_Attr,name,Message,menu_attr_ms,,0,
MNU_Msg_CollectionItem,name,Message,menu_collectionitemtype,,0,
MNU_Msg_ErrorInfo,name,Message,menu_error_info_ms,,0,
MNU_Msg_Gender,name,Message,menu_ms,,0,
MNU_Msg_ItemFilter,name,Message,menu_filter_category,,0,
MNU_Msg_ItemListFilter,name,Message,menu_filter_category,,0,
MNU_Msg_ItemSort,name,Message,menu_sort_category,,0,
MNU_Msg_ItemType,name,Message,menu_ms,,0,
MNU_Msg_MenuDescription,name,Message,menu_sub_contents_ms,,0,
MNU_Msg_Mercenaries,name,Message,menu_ms,,0,
MNU_Msg_OperationGuide,name,Message,menu_operation_guide,,0,
MNU_Msg_OptList,name,Message,menu_option_name_ms,,0,
MNU_Msg_PouchFilter,name,Message,menu_filter_category,,0,
MNU_Msg_Race,name,Message,menu_ms,,0,
MNU_Msg_Rarelity,name,Message,menu_rarity,,0,
MNU_Msg_Reaction,name,Message,menu_enemy_reaction,,0,
MNU_Msg_ReactionAll,name,Message,menu_enemy_reaction,,0,
MNU_Msg_SubContents,caption,Reference,MNU_Msg_MenuDescription,,0,
MNU_Msg_SubContents,name,Message,menu_sub_contents_ms,,0,
MNU_Msg_Weapon_Type,name,Message,itm_pcwpntype_ms,,0,
MNU_MsgBlStatusIndex,name,Message,menu_ms,,0,
MNU_MsgChapterEnd,index,Message,menu_chapter_end_ms,,0,
MNU_MsgChapterEnd,title,Message,menu_chapter_end_ms,,0,
MNU_MsgDamageBuff,name,Message,menu_ms,,0,
MNU_MsgDrStatusIndex,name,Message,menu_ms,,0,
MNU_MsgEnbFamily,name,Message,menu_enemy_category,,0,
MNU_MsgEvthCast,name,Message,menu_ev_theater_ms,,0,
MNU_MsgEvthChapter,name,Message,menu_ev_theater_ms,,0,
MNU_MsgGiftFilter,name,Message,menu_dlc_gift,,0,
MNU_MsgKeyAchieve,name,Message,fld_quest_achievement,,0,
MNU_MsgMapFilter,name,Message,menu_ms,,0,
MNU_MsgPopup,name,Message,menu_popup_ms,,0,
MNU_MsgPopupSystem,name,Message,menu_popup_system_ms,,0,
MNU_MsgPopupTitle,name,Message,menu_popup_title_ms,,0,
MNU_MsgPopupTitle,name2,Message,menu_popup_title_ms,,0,
MNU_MsgPouch,name,Message,menu_ms,,0,
MNU_MsgSelect,name,Message,menu_ms,,0,
MNU_MsgSelectTitle,name,Message,menu_ms,,0,
MNU_MsgTrustRank,name,Message,menu_st_congeniality,,0,
MNU_MsgUniteBonus,name,Message,menu_ms,,0,
MNU_OptionCamera,cap_id,Message,menu_option_cap_ms,,0,
MNU_OptionCamera,name_id,Message,menu_option_name_ms,,0,
MNU_OptionDisp,cap_id,Message,menu_option_cap_ms,,0,
MNU_OptionDisp,name_id,Message,menu_option_name_ms,,0,
MNU_OptionGame,cap_id,Message,menu_option_cap_ms,,0,
MNU_OptionGame,name_id,Message,menu_option_name_ms,,0,
MNU_OptionGameDif,cap_id,Message,menu_option_cap_ms,,0,
MNU_OptionGameDif,name_id,Message,menu_option_name_ms,,0,
MNU_OptionGameDlc,cap_id,Message,menu_option_cap_ms,,0,
MNU_OptionGameDlc,name_id,Message,menu_option_name_ms,,0,
MNU_OptionSound,cap_id,Message,menu_option_cap_ms,,0,
MNU_OptionSound,name_id,Message,menu_option_name_ms,,0,
MNU_ShopCategoryName,name,Message,menu_shop_category,,0,
MNU_ShopChange,AddCondition*,Reference,FLD_ConditionList,,0,
MNU_ShopChange,AddTaskSet*,Reference,MNU_ShopChangeTask,,0,
MNU_ShopChange,DefTaskSet*,Reference,MNU_ShopChangeTask,,0,
MNU_ShopChangeTask,Name,Message,fld_shopchange,,0,
MNU_ShopChangeTask,Reward,Reference,FLD_QuestReward,,0,
MNU_ShopChangeTask,SetItem*,Item,,,0,
MNU_ShopList,Name,Message,fld_shopname,,0,
MNU_ShopList,ShopType,Enum,,,0,ShopType
MNU_ShopList,TableID,ShopTable,,ShopType,0,
MNU_ShopNormal,AddCondition*,Reference,FLD_ConditionList,,0,
MNU_ShopNormal,Addtem*,Item,,,0,
MNU_ShopNormal,DefItem*,Item,,,0,
MNU_ShopNormal,PrivilegeFlag,Flag,32bit,,0,
MNU_ShopNormal,PrivilegeItem,Item,,,0,
MNU_SortEnhance,enhance*,Message,menu_sort_category,,13,
MNU_SortFieldSkill,fs1,Reference,FLD_FieldSkillList,,0,
MNU_SortRole,role1,Message,menu_role_name_ms,,0,
MNU_SortTable,sort_type*,Reference,MNU_Msg_ItemSort,,0,
MNU_SoundBgm,resource,Reference,RSC_BgmList,,0,
MNU_SpecialShop,scenario_flag,Flag,Scenario,,0,
MNU_SpecialShop,shop_id,Reference,MNU_ShopList,,0,
MNU_WorldMapCond,cond*,Reference,FLD_ConditionList,,0,
MNU_WorldMapCond,enter,Reference,FLD_ConditionList,,0,
MNU_WorldMapCond,mapId,Reference,FLD_maplist,,0,
MNU_WorldMapCond,pos*,Reference,MNU_WorldMap,,0,
RSC_AreaBgmList,bgmCondition,Reference,RSC_BgmCondition,,0,
RSC_BgmCondition,BgmID*,Reference,RSC_BgmList,,0,
RSC_BgmCondition,Condition*,Reference,FLD_ConditionList,,0,
RSC_En,TypeFamily,Reference,MNU_MsgEnbFamily,,1,
RSC_En,TypeGenus,Reference,RSC_EnGenus,,0,
RSC_EnGenus,NAME,Message,btl_engenus_ms,,0,
RSC_GmkSetList,mapId,Reference,FLD_maplist,,0,
RSC_NpcList,HitonowaFlag,Flag,2bit,,0,
RSC_NpcList,Name,Message,fld_npcname,,0,
RSC_NpcList,NpcMeetFlag,Flag,2bit,,0,
RSC_PcWpn,MenuImageID,Reference,MNU_Stream_WpnImg,,0,
SYS_MapJumpEvList,FormationId,Reference,EVT_formation,,0,
SYS_MapJumpEvList,MapList,Reference,FLD_maplist,,0,
SYS_MapJumpList,MapList,Reference,FLD_maplist,,0,
Vo_Battle_Enemy,CondEx,Reference,FLD_ConditionList,,0,
Vo_Field_Filter,Condition,Reference,FLD_ConditionList,,0,
Vo_WinSp,FLD_CondID,Reference,FLD_ConditionList,,0,
