Id,Name,Family,Genus,Level,LevelRange,Element,Strength,Ether,Dexterity,Agility,Luck,MaxHp,PhyRst,EtherRst,Exp,Gold,Wp,Sp,Enhance1
270,Patroka,Humanoid,Torna,33,0,None,234,339,133,11,165,177280,0,0,2000,2240,142,67,
271,Mikhail,Humanoid,Torna,34,0,None,335,246,119,11,107,244020,25,5,2072,2320,150,67,
272,Jin,Humanoid,Torna,54,0,None,407,444,252,7,261,397224,10,30,6336,6060,420,180,
273,Malos,Blade,Torna,56,0,Dark,461,422,240,24,312,527107,20,10,6684,6330,420,180,
274,Infernal Guldo,Humanoid,Guldo,60,0,None,912,638,202,20,288,2041900,10,20,11232,6930,600,240,
275,Artifice Aion,Machine,Artifice,70,0,Light,1267,1056,270,24,412,3394800,30,30,39168,28100,1360,560,
276,,Aquatic,Pagul,1,0,Water,30,25,35,1,5,1830,25,0,20,33,4,2,
277,,Aquatic,Crustip,1,0,Water,15,15,31,1,14,350,0,0,20,33,4,2,
278,Rosa,Machine,,1,0,None,0,0,0,0,0,0,0,0,20,33,4,2,
279,Giga Rosa,Machine,,1,0,None,0,0,0,0,0,0,0,0,20,33,4,2,
280,人工君（仮）,Blade,,1,0,None,0,0,0,0,0,0,0,0,20,33,4,2,
281,Phantasm,Humanoid,,1,0,None,0,0,0,0,0,0,0,0,20,33,4,2,
282,Deadfire Guldo,Humanoid,,1,0,None,0,0,0,0,0,0,0,0,20,33,4,2,
283,Infernal Guldo,Humanoid,,1,0,None,0,0,0,0,0,0,0,0,20,33,4,2,
284,Indoline Star,Aerial,,1,0,None,0,0,0,0,0,0,0,0,20,33,4,2,
285,Artifice Ophion,Aerial,,1,0,None,0,0,0,0,0,0,0,0,20,33,4,2,
286,Jin,Humanoid,,1,0,None,0,0,0,0,0,0,0,0,20,33,4,2,
287,Artifice Aion,Machine,Artifice,1,0,None,0,0,0,0,0,0,0,0,20,33,4,2,
288,ターキン（仮）,Humanoid,Tirkin,1,0,None,26,24,32,3,8,650,15,-10,20,33,4,2,
289,ターキン（仮）,Humanoid,Tirkin,1,0,None,24,14,28,3,5,880,25,-10,20,33,4,2,
290,ターキン（仮）,Humanoid,Tirkin,1,0,None,20,18,38,3,10,520,10,-10,20,33,4,2,
291,ターキン（仮）,Humanoid,Tirkin,1,0,None,27,24,31,3,12,1010,0,30,20,33,4,2,
292,イグーナ（仮）,Humanoid,Igna,1,0,None,27,24,28,3,4,790,20,0,20,33,4,2,
293,イグーナ（仮）,Humanoid,Igna,1,0,None,33,26,34,3,9,660,10,0,20,33,4,2,
294,イグーナ（仮）,Humanoid,Igna,1,0,None,27,37,40,3,10,610,10,0,20,33,4,2,
295,イグーナ（仮）,Humanoid,Igna,1,0,None,36,39,24,4,15,1100,10,25,20,33,4,2,
296,Trent Krabble,Aquatic,Krabble,1,0,Ice,3,3,13,0,4,153,15,-10,12,6,4,2,
297,Petra Crustip,Aquatic,Crustip,1,0,Water,4,3,15,0,5,241,20,0,18,9,4,2,
298,Trent Krabble,Aquatic,Krabble,1,0,Ice,3,3,13,0,4,153,15,-10,12,6,4,2,
299,,Humanoid,Driver,1,0,None,30,31,38,2,12,1680,10,10,20,33,4,2,
300,,Blade,Blade,1,0,None,0,0,0,0,0,0,0,0,20,33,4,2,
301,,Humanoid,Driver,1,0,None,30,30,31,2,14,1000,0,0,20,33,4,2,
302,,Blade,Blade,1,0,None,0,0,0,0,0,0,0,0,20,33,4,2,
303,Snooz Volff,Beast,Volff,5,0,None,6,5,38,0,8,1117,5,-10,25,9,5,4,
304,Grambl Tirkin,Humanoid,Tirkin,14,0,None,70,41,61,8,22,8377,25,-10,60,28,10,6,
305,Mistaken Erebos,Humanoid,Driver,22,0,None,190,173,108,7,68,50460,15,5,158,144,14,7,
306,,Blade,Blade,1,0,None,0,0,0,0,0,0,0,0,0,0,4,2,
307,Maasti Igna,Humanoid,Igna,18,0,None,111,98,71,10,25,13208,20,0,84,23,12,6,
308,Rood Igna,Humanoid,Igna,19,0,None,116,91,90,10,55,9048,10,0,103,37,13,7,
309,Odur Igna,Humanoid,Igna,21,0,None,123,108,87,11,31,16193,25,10,147,54,14,7,
310,Naola Crustip,Aquatic,Crustip,12,0,Water,58,46,60,2,21,9532,20,0,69,24,9,5,
311,MiniQ0013エネミー,Aerial,Hiln,22,0,None,157,123,81,3,73,50460,0,10,86,28,14,7,
312,MiniQ0014SubjTarget,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
313,Noog Skeeter,Aerial,Skeeter,31,0,Fire,147,216,109,5,86,43129,-10,15,138,83,18,9,
314,MiniQ15SubjTargetB,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
315,Noog Vang,Aerial,Vang,29,0,Ice,164,250,101,4,38,51865,-10,10,105,38,18,8,
316,MIni0017ドロップエネミー,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
317,MIni0017ドロップエネミー,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
318,Moks Eluca,Insect,Eluca,33,0,Wind,160,200,111,3,121,66701,10,30,175,44,19,9,
319,Gegl Quadwing,Aerial,Quadwing,35,0,None,203,297,148,5,166,109530,-10,20,269,192,20,9,
320,Hired Driver,Humanoid,Driver,40,0,None,317,338,173,11,139,114532,10,15,391,420,22,10,
321,,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
322,MiniQ0026enemy,Insect,Parisax,1,0,Water,22,25,27,1,12,1290,-10,15,20,33,4,2,
323,Idle Rodonya,Beast,Rodonya,41,0,None,156,124,134,3,102,50568,-10,30,272,57,23,10,
324,Garasha Sovereign,Machine,Sovereign,56,0,None,352,263,173,12,166,174921,30,-10,557,42,28,12,
325,Kyamel Sovereign,Machine,Sovereign,56,0,None,307,448,203,12,43,161386,-10,15,334,84,28,12,
326,Skriim Sovereign,Machine,Sovereign,58,0,None,705,661,187,12,163,595728,25,0,2344,663,58,24,
327,MiniQ0037用エネミー2,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
328,MiniQ0037用エネミー2,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
329,Plyme Driver,Humanoid,Driver,25,0,None,190,165,121,8,86,50124,10,5,207,198,16,8,
330,,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
331,MiniQ0040_ターキン,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
332,Revenge Tirkin,Humanoid,Tirkin,47,0,None,318,289,168,19,109,63537,15,-10,341,136,25,11,
333,Mini0043用エネミー,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
334,Yanzo Tirkin,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
335,MiniQ0050用幹部A,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
336,MiniQ0051用幹部B,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
337,MiniQ0052用幹部C,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
338,Zenl Igna,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
339,Sly Krabble,Aquatic,Krabble,2,0,Ice,17,16,30,1,5,885,15,-10,14,7,4,3,
340,BQ1002用エネミー,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
341,Vacuum Brog,Aquatic,Brog,25,0,Water,209,182,108,2,45,87148,15,10,190,49,16,8,
342,Kallas Skwaror,Beast,Skwaror,26,0,None,205,201,121,2,122,53060,-10,20,127,34,16,8,
343,BQ1009用エネミー,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
344,BQ1009用エネミー,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
345,Infallible Tirkin,Humanoid,Tirkin,10,0,None,64,58,70,6,34,3848,10,-10,33,14,8,5,
346,Resourceful Tirkin,Humanoid,Tirkin,12,0,None,89,52,57,7,20,9020,25,-10,53,24,9,5,
347,Nabadan Gogol,Beast,Gogol,9,0,None,43,25,46,0,36,3906,15,-15,62,33,8,5,
348,Rampaging Sauros,Beast,Sauros,91,0,Earth,884,584,261,6,185,1325925,30,-10,10256,2376,123,48,
349,Rampaging Sauros,Beast,Sauros,36,0,Earth,366,242,118,3,77,286425,30,-10,2224,744,63,27,
350,Titan-Hunter Lexos,Aerial,Lexos,41,0,Water,292,394,137,6,97,282240,0,20,1705,576,46,20,
351,Relic-Holder Tyrannor,Humanoid,Guldo,57,0,None,868,607,193,19,275,1876000,10,20,5710,2160,87,36,
352,Doctrinaire Erebos,Humanoid,Driver,57,0,None,455,416,225,15,165,233160,15,5,628,432,29,12,
353,,Blade,Blade,1,0,None,0,0,0,0,0,0,0,0,0,0,4,2,
354,BQ1018エネミー,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
355,BQ1021用エネミー1,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
356,Invading Spike Urchon,Aquatic,Urchon,38,0,Fire,356,243,124,10,195,143658,40,15,387,105,21,10,
357,BQ1022enemyA,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
358,BQ1022enemyB,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
359,Brutal Aspid,Aerial,Aspid,54,0,None,824,412,180,8,201,367800,0,0,3168,1212,56,24,
360,BQ0023用依頼人ドライバー,Humanoid,Driver,19,0,None,163,174,101,6,71,34732,10,15,138,186,13,7,
361,,Blade,Blade,1,0,None,30,32,38,0,12,1520,0,0,0,0,4,2,
362,BQ0023用依頼人のブレイド,Aquatic,Crustip,17,0,Water,162,118,83,2,67,38380,30,-10,90,33,12,6,
363,BQ0023用エネミー(ウマ),Beast,Eks,1,0,None,23,26,29,0,9,1850,10,0,20,33,4,2,
364,BQ0023用エネミー(コウモリガワ),Aerial,Hiln,1,0,None,26,20,27,1,11,1740,0,10,20,33,4,2,
365,Pioneer Boldug,Humanoid,Driver,25,0,None,237,245,127,8,104,74048,20,20,224,330,16,8,
366,,Blade,Blade,1,0,None,0,0,0,0,0,0,0,0,0,0,4,2,
367,Clever Gevan,Humanoid,Driver,26,0,None,241,273,144,14,124,76558,10,30,273,309,16,8,
368,,Blade,Blade,1,0,None,0,0,0,0,0,0,0,0,0,0,4,2,
369,Lord's Gagndor,Humanoid,Driver,28,0,None,229,245,132,8,100,64828,10,15,242,279,17,8,
370,,Blade,Blade,1,0,None,0,0,0,0,0,0,0,0,0,0,4,2,
371,BQ1024傭兵団長,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
372,Spotted Parisax,Insect,Parisax,30,0,Water,176,200,99,3,102,61404,-10,15,132,40,18,8,
373,Lazy Parisax,Insect,Parisax,32,0,Wind,237,258,129,4,94,155085,-10,20,312,108,19,9,
374,Ambushing Flamii,Beast,Flamii,25,0,None,166,172,109,1,77,51620,-10,15,103,33,16,8,
375,Punishing Flamii,Beast,Flamii,26,0,None,155,210,109,1,61,58366,-10,10,109,34,16,8,
376,Fiendish Jagron,Beast,Bufa,49,0,None,526,413,162,3,183,311708,20,30,592,107,26,11,
377,BQ1026用エネミー,Insect,Arachno,1,0,Water,33,26,27,0,5,2990,20,0,20,33,4,2,
378,BQ1030用エネミー,Titan,Lindwurm,28,0,None,180,193,115,5,43,107478,15,10,242,148,17,8,
379,BQ1030用エネミー,Titan,Lindwurm,31,0,None,196,211,124,5,48,126378,15,10,276,166,18,9,
380,BQ1030用エネミー,Titan,Lindwurm,33,0,None,208,224,130,6,50,139608,15,10,300,179,19,9,
381,BQ1032用エネミーA,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
382,BQ1032用エネミーB,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
383,Clairvoyant Torvin,Humanoid,Ardainian,44,0,None,327,300,175,13,135,61670,10,-10,537,251,24,10,
384,Pikmo Rhogul,Aerial,Rhogul,41,0,None,429,235,131,6,74,130928,30,-10,477,115,23,10,
385,Brionac Lyman,Humanoid,Brionac,27,0,None,160,147,92,8,66,21735,10,-10,134,71,17,8,
386,Mutinous Rhodri,Humanoid,Driver,29,0,None,280,222,130,9,75,98318,30,10,274,250,18,8,
387,,Blade,Blade,29,0,None,232,232,110,0,113,45100,0,0,0,0,18,8,
388,BQ1033用エネミーC,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
389,Brionac Yuze,Humanoid,Lindwurm,22,0,None,133,123,80,7,55,15660,10,-10,100,57,14,7,
390,Brionac Psychis,Humanoid,Lindwurm,28,0,None,216,198,123,9,89,29940,10,-10,282,148,25,12,
391,Brionac Grynd,Humanoid,Lindwurm,29,0,None,241,229,135,14,104,63320,15,-10,295,154,27,12,
392,Brionac Aliente,Titan,Brionac,31,0,None,422,255,128,6,93,199496,30,0,920,249,27,13,
393,Akatsuki's Driver,Humanoid,Driver,33,0,None,396,410,204,11,175,149801,20,20,1000,448,38,18,
394,Rebel Wiggins,Humanoid,Brionac,30,0,None,191,181,106,13,82,51408,15,-10,243,160,18,8,
395,Turncoat Bhianc,Humanoid,Brionac,31,0,None,196,186,109,14,85,54162,15,-10,253,166,18,9,
396,Mutineer Arrodh,Humanoid,Brionac,32,0,None,202,192,112,14,87,56970,15,-10,264,172,19,9,
397,,Blade,Blade,33,0,None,156,104,121,0,127,11080,0,0,0,0,19,9,
398,BQ1035用エネミー,Humanoid,Lindwurm,54,0,None,304,280,160,14,126,66204,10,-10,369,161,28,12,
399,Mirage Driver,Humanoid,Driver,60,0,None,451,506,265,16,217,215858,5,20,686,646,30,12,
400,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,4,2,
401,Azure Driver,Humanoid,Driver,61,0,None,541,560,258,16,239,311792,20,20,835,944,30,13,
402,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,4,2,
403,Brionac Neslis,Humanoid,Lindwurm,58,0,None,326,299,169,15,135,74466,10,-10,410,176,29,12,
404,Brionac Caboi,Humanoid,Lindwurm,60,0,None,364,346,187,24,157,157518,15,-10,686,369,30,12,
405,Brionac Tanga,Titan,Brionac,62,0,None,620,376,173,10,137,471240,30,0,1324,289,31,13,
406,Brionac Head,Humanoid,Lindwurm,63,0,None,572,543,292,27,248,256203,15,-10,1500,787,31,13,
407,Krug Driver,Humanoid,Driver,62,0,None,465,521,272,16,224,227920,5,20,728,674,31,13,
408,,Blade,Blade,1,0,None,0,0,0,0,0,0,0,0,0,0,4,2,
409,Mount Driver,Humanoid,Driver,63,0,None,486,519,254,17,214,240388,10,15,818,738,31,13,
410,,Blade,Blade,1,0,None,0,0,0,0,0,0,0,0,0,0,4,2,
411,Lavian Driver,Humanoid,Driver,64,0,None,567,586,270,17,250,337688,20,20,911,1004,32,13,
412,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,4,2,
413,Orcha Aspid,Aerial,Aspid,36,0,Wind,372,256,117,6,211,292790,30,-10,1390,496,42,18,
414,Orcha Aspid,Aerial,Aspid,36,0,Wind,372,256,117,6,211,292790,30,-10,1390,496,42,18,
415,Jang Quadwing,Aerial,Quadwing,34,0,None,198,289,146,5,162,104580,-10,20,259,185,20,9,
416,BQ1040用エネミー,Humanoid,Lindwurm,45,0,None,256,235,137,12,106,49194,10,-10,278,129,24,11,
417,帝国兵・上官,Humanoid,Lindwurm,46,0,None,284,269,149,19,122,101952,15,-10,454,265,25,11,
418,Quietus Aspid,Aerial,Aspid,61,0,Wind,611,421,181,9,345,689540,30,-10,3858,1416,60,26,
419,BQ1046用エネミー,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
420,MiniQ1045enemy,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
421,NQ1045用,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
422,BQ1047用エネミー1,Aquatic,Urchon,56,0,Water,469,380,177,13,68,234270,40,10,724,168,28,12,
423,BQ1047用エネミー2,Aquatic,Pagul,56,0,Water,439,358,212,9,83,238174,25,0,445,126,28,12,
424,グーラ屈強ドライバー（刀）,Humanoid,Driver,57,0,None,499,564,268,26,258,270680,10,30,856,648,29,12,
426,グーラ傭兵ドライバー（槍）,Humanoid,Driver,56,0,None,499,435,229,15,180,229064,10,5,612,295,28,12,
428,グーラ傭兵ドライバー（斧）,Humanoid,Driver,55,0,None,508,390,217,15,161,232484,15,0,650,371,28,12,
430,スペルビア傭兵（斧）,Humanoid,Driver,57,0,None,455,416,225,15,165,233160,15,5,685,518,29,12,
432,スペルビア傭兵（斧）,Humanoid,Driver,56,0,None,448,409,222,15,162,226461,15,5,668,506,28,12,
434,スペルビア傭兵（槍）,Humanoid,Driver,55,0,None,428,441,225,15,180,212268,10,10,596,413,28,12,
436,Jairo Griffox,Beast,Jagron,42,0,None,299,293,146,2,171,184190,25,-10,390,88,23,10,
437,Demnd Anlood,Beast,Ellook,41,0,None,302,190,150,2,111,127792,0,0,238,57,23,10,
438,BQ1050用エネミー,Beast,Buloofo,43,0,None,382,326,122,2,97,220090,15,30,444,91,23,10,
439,BQ1053mtCarnivs,Aquatic,Lysaat,44,0,Water,272,299,130,5,54,107177,10,-30,230,62,24,10,
440,BQ1053TitanParasiteSml,Insect,Parisax,45,0,Wind,326,353,169,5,130,267834,-10,20,517,161,24,11,
441,BQ1053TitanParasiteSml,Insect,Parisax,46,0,Earth,408,326,153,6,57,370048,30,0,1239,398,37,16,
442,BQ1053TitanParasiteBig,Insect,Parisax,1,0,Earth,34,27,30,1,4,3920,30,0,20,33,4,2,
443,BQ1056用エネミー,Humanoid,Resistance,62,0,None,432,296,226,16,183,95480,10,0,529,241,31,13,
444,BQ1056用エネミー,Humanoid,Tantal,63,0,None,438,300,229,16,186,110705,10,0,545,246,31,13,
445,Vengeful Zadazan,Titan,Lindwurm,69,0,None,984,554,231,11,162,3000830,30,0,11955,5520,165,70,
446,Lindwurm Krast,Humanoid,Lindwurm,66,0,None,369,339,189,16,153,92286,10,-10,517,208,32,13,
447,Lindwurm Slider,Titan,Lindwurm,67,0,None,404,435,233,10,98,441630,15,10,909,425,33,13,
448,Don Dondon,Titan,Lindwurm,70,0,None,929,1182,380,26,681,4828160,10,30,24480,16860,272,112,
449,ターキン槍,Humanoid,Tirkin,1,0,None,26,24,32,3,8,650,15,-10,20,33,4,2,
450,Torl Marrin,Aquatic,Serprond,50,0,Wind,547,697,235,9,271,2360904,0,40,3760,1104,78,33,
451,Mysterious Driver,Humanoid,Driver,40,0,None,326,298,168,11,118,131109,15,5,391,336,22,10,
452,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,4,2,
453,BQ2002謎のブレイド,Beast,Bunnit,1,0,None,18,12,31,0,14,200,0,0,20,33,4,2,
454,Nenz Rodonya,Beast,Riik,40,0,None,267,192,128,24,57,113778,15,-10,260,56,22,10,
455,Uhrl Volff,Beast,Volff,42,0,None,267,215,128,1,60,132845,10,-15,248,59,23,10,
456,Noral Volff,Beast,Volff,42,0,None,267,215,128,1,60,132845,10,-15,248,59,23,10,
457,Mirrl Volff,Beast,Volff,42,0,None,267,215,128,1,60,132845,10,-15,248,59,23,10,
458,Donya Volff,Beast,Volff,44,0,None,362,291,173,2,82,186154,10,-15,537,125,24,10,
459,The Evil Sandstream,Humanoid,Driver,46,0,None,484,443,244,13,134,657024,15,5,4130,1660,75,33,
460,,Blade,Blade,1,0,None,0,0,0,0,0,0,0,0,0,0,4,2,
461,Enraged Gogol,Beast,Gogol,51,0,None,391,410,188,2,206,296989,10,15,582,188,27,11,
462,Indignant Gogol,Beast,Gogol,50,0,None,383,402,185,2,201,287546,10,15,564,184,26,11,
463,Offended Gogol,Beast,Gogol,53,0,None,526,552,253,31,213,1265096,10,15,3084,1185,54,24,
464,Gale Rocke,Humanoid,Driver,26,0,None,165,126,120,8,80,41841,15,0,218,154,16,8,
465,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,4,2,
466,Silt Driver,Humanoid,Driver,26,0,None,139,143,124,8,89,38203,10,10,200,172,16,8,
467,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,4,2,
468,Clean Driver,Humanoid,Driver,26,0,None,143,131,121,8,79,39567,15,5,218,206,16,8,
469,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,4,2,
470,Lethal Bradly,Humanoid,Driver,30,0,None,274,195,180,9,151,251328,10,5,2210,1000,54,24,
471,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,4,2,
472,BQ2004ドライバー2,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
473,BQ2004ブレイド2,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
474,Tarun Aligo,Aquatic,Aligo,46,0,Wind,287,301,157,8,190,207680,10,20,536,166,25,11,
475,Arrogant Behemoth,Beast,Behemoth,55,0,None,882,764,225,5,80,764164,30,-10,4336,2065,84,36,
476,Shika Rhogul,Aerial,Ansel,54,0,None,337,395,223,20,150,158154,0,20,633,121,28,12,
477,Roiba Igna,Humanoid,Igna,52,0,None,445,350,191,22,137,76065,10,0,449,115,27,11,
478,BQ2007用エネミー,Beast,Bunnit,1,0,None,22,24,34,0,10,1040,0,0,20,33,4,2,
479,Angry Durro,Humanoid,Driver,33,0,None,258,289,163,9,124,81992,5,20,275,313,19,9,
481,Ganaf Driver,Humanoid,Driver,34,0,None,313,324,161,10,138,120848,20,20,336,464,20,9,
483,Narb Driver,Humanoid,Driver,33,0,None,266,284,150,10,116,84208,10,15,300,336,19,9,
485,Angry Rvano,Humanoid,Driver,38,0,None,444,501,250,20,229,182244,10,30,1192,528,42,20,
487,Matchul Tirkin,Humanoid,Tirkin,38,0,None,261,237,141,16,89,45110,15,-10,238,105,21,10,
488,Skom Tirkin,Humanoid,Tirkin,38,0,None,243,142,124,16,55,61072,25,-10,208,79,21,10,
489,Brius Tirkin,Humanoid,Tirkin,38,0,None,201,184,168,16,107,36088,10,-10,178,52,21,10,
490,Nongl Tirkin,Humanoid,Tirkin,40,0,None,286,255,140,17,133,76103,0,30,326,140,22,10,
491,Piratical Praxis,Blade,,33,0,Water,328,281,136,17,158,177280,15,10,1500,672,38,18,
492,Plunderous Theory,Blade,,33,0,Ice,297,336,157,17,142,144040,10,25,1500,672,38,18,
493,Thieving Waldemar,Humanoid,Driver,35,0,None,246,268,144,15,163,122917,10,30,1614,720,40,18,
494,,Blade,,35,0,None,165,110,126,0,134,12170,0,0,591,192,20,9,
495,Criminal Praxis,Blade,,35,0,Water,346,297,142,18,167,194720,15,10,1614,720,40,18,
496,Magno Blant,Aquatic,Squood,45,0,Water,291,437,147,8,103,203153,-10,15,437,129,24,11,
497,Bodom Grebel,Beast,Grebel,46,0,Earth,113,156,160,8,134,34550,25,-10,247,66,25,11,
498,Cherys Medooz,Aerial,Medooz,43,0,Water,95,186,132,7,102,47827,0,50,185,61,23,10,
499,Loyal Theory,Blade,,1,0,None,0,0,0,0,0,0,0,0,100,99,8,4,
500,Vengeful Waldemar,Humanoid,Driver,53,0,None,330,431,303,24,314,1080801,10,30,4112,1975,81,36,
501,Spoot Driver,Humanoid,Driver,51,0,None,388,338,212,14,166,167028,10,5,485,377,27,11,
502,,Blade,Blade,51,0,None,234,156,171,0,191,22330,0,0,0,0,0,0,
503,Mediator Theory,Blade,,48,0,Ice,420,476,211,23,201,262990,10,25,2210,1050,50,22,
504,Grep Driver,Humanoid,Driver,51,0,None,348,319,205,14,148,165130,15,5,582,452,27,11,
505,,Blade,Blade,51,0,None,234,156,171,0,191,22330,0,0,0,0,0,0,
506,Firan Driver,Humanoid,Driver,45,0,None,446,500,270,13,215,175276,5,20,1194,452,36,16,
507,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
508,Torst Driver,Humanoid,Driver,45,0,None,460,491,248,14,202,180013,10,15,1194,484,36,16,
509,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
510,Avarr Driver,Humanoid,Driver,46,0,None,539,558,265,14,238,255257,20,20,1239,664,37,16,
511,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
512,Tronk Aligo,Aquatic,Aligo,46,0,Water,298,284,147,8,121,219007,20,-10,413,332,25,11,
513,Edin Driver,Humanoid,Driver,47,0,None,369,380,196,13,154,164220,10,10,469,341,25,11,
514,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
515,Radys Driver,Humanoid,Driver,47,0,None,380,347,192,13,137,170085,15,5,512,409,25,11,
516,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
517,Gardyll Driver,Humanoid,Driver,48,0,None,376,387,200,13,158,169932,10,10,486,350,25,11,
518,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
519,Zohak Driver,Humanoid,Driver,48,0,None,376,402,202,13,165,153748,10,15,530,525,25,11,
520,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
521,Rafut Driver,Humanoid,Driver,48,0,None,376,387,200,13,158,169932,10,10,486,350,25,11,
522,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
523,Brams Driver,Humanoid,Driver,49,0,None,372,417,224,13,179,154808,5,20,501,502,26,11,
524,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
525,Vallent Driver,Humanoid,Driver,50,0,None,582,602,285,15,257,292302,20,20,1175,736,39,16,
526,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
527,BQ2013用汎用ブレＡ2槍,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,20,33,4,2,
528,BQ2013用汎用ブレＢ3槍,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,20,33,4,2,
529,BQ2013用汎用ブレＡ3槍,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,20,33,4,2,
530,BQ2013用汎用ブレＡ4斧,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,20,33,4,2,
531,BQ2013汎用ブレＤ1ツイン,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,20,33,4,2,
532,Lindwurm Falcon,Humanoid,Lindwurm,48,0,None,354,326,188,14,147,71007,10,-10,884,350,25,11,
533,Lindwurm Drake,Humanoid,Lindwurm,51,0,None,469,445,243,23,203,180873,15,-10,1455,565,40,16,
534,Lindwurm Cougar,Titan,Brionac,53,0,None,748,453,213,10,166,509367,30,0,2570,1185,54,24,
535,Lindwurm Hind,Titan,Lindwurm,52,0,None,477,513,281,9,116,435645,15,10,1996,965,54,22,
536,Vanny,Humanoid,Driver,33,0,None,258,289,163,9,124,81992,5,20,275,313,19,9,
537,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
538,Jaggra,Humanoid,Driver,33,0,None,305,315,157,10,134,115232,20,20,325,448,19,9,
539,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
540,Lackey Neb,Humanoid,Driver,34,0,None,324,249,147,10,103,106904,15,0,310,208,20,9,
541,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
542,Lackey Errol,Humanoid,Driver,35,0,None,321,280,156,10,116,107096,10,5,295,168,20,9,
543,,Blade,Blade,1,0,None,18,12,31,0,14,200,0,0,0,0,0,0,
