Blade ID,Blade Name,Skill,Type,Col,Row,Level,Idea Category,Idea Points,Condition,Count,Result
1014,Aegaeon,Ancient Wisdom,Field Skill,9,3,,,,,,
1014,Aegaeon,Ancient Wisdom,Field Skill,9,4,3,Bravery,800,"Acquire Insect items from
the Collectibles list.",30,"I'm becoming quite the scholar... I hope
this will benefit you all."
1014,Aegaeon,Ancient Wisdom,Field Skill,9,5,,,,,,
1014,Aegaeon,Leaping,Field Skill,10,1,1,,,,,
1014,Aegaeon,Leaping,Field Skill,10,2,2,Bravery,300,"Use Aegaeon's favorite pouch item
from the Staple Foods category.",4,"Fondant Rice Cakes have the most
exquisite texture. I feel like eating such
tasty food boosts my strength, as well!"
1014,Aegaeon,Leaping,Field Skill,10,3,,,,,,
1014,Aegaeon,Leaping,Field Skill,10,4,3,Bravery,800,"Use Aegaeon's favorite pouch item
from the Art category.",2,"I find myself collecting these
Montecoran Dolls without even
meaning to. Do you collect anything?"
1014,Aegaeon,Leaping,Field Skill,10,5,,,,,,
1015,Godfrey,,Key,1,1,1,,,,,
1015,Godfrey,,Key,1,2,2,Bravery,200,Increase Trust.,100,"All right! I feel a new power
waiting to be unleashed!"
1015,Godfrey,,Key,1,3,3,Bravery,300,Increase Trust.,1300,"Let's show them all the
meaning of justice!"
1015,Godfrey,,Key,1,4,4,Bravery,500,"Complete the Merc Mission
""Allies of Justice 6"".",,"We're the ultimate partners, you and I!"
1015,Godfrey,,Key,1,5,5,Bravery,800,Increase Trust.,9800,"All right! Now I can unleash the
true depths of my power!"
1015,Godfrey,Tough Break,Special,2,1,1,,,,,
1015,Godfrey,Tough Break,Special,2,2,2,Justice,200,"Defeat Volff enemies in Gormott.
(Excludes unique monsters.)",6,Yeah! Justice always prevails!
1015,Godfrey,Tough Break,Special,2,3,3,Justice,300,Perform a Blade Combo.,7,"Evil people can't be allowed
to prosper. I'll put paid to them
all with my fists of justice!"
1015,Godfrey,Tough Break,Special,2,4,4,Justice,500,"Perform a Driver Combo.
(It's enough to just be present.)",10,"Nothing less from my partner.
As long as we're together, there's
nothing we can't do!"
1015,Godfrey,Tough Break,Special,2,5,5,Justice,800,"Defeat Glamorous Alfred
at Spirit Crucible Elpys.",1,"I'll defeat you as many times
as it takes, Glamorous Alfred!
You're no match for my burning heart!"
1015,Godfrey,Cold Judgment,Special,3,1,1,,,,,
1015,Godfrey,Cold Judgment,Special,3,2,2,Justice,200,Use Cold Judgment.,7,Time to show the fruits of my training!
1015,Godfrey,Cold Judgment,Special,3,3,3,Justice,300,"Perform a Driver Combo.
(It's enough to just be present.)",7,"Now that's what I call an attack!
But I won't be outdone!"
1015,Godfrey,Cold Judgment,Special,3,4,4,Justice,500,Use Cold Judgment.,9,"Behold, my ultimate power!"
1015,Godfrey,Cold Judgment,Special,3,5,5,Justice,800,Use Cold Judgment.,10,"I feel like I'm really getting the hang
of this technique. I'm ready to deal out
judgment to a thousand foes!"
1015,Godfrey,Justice Blizzard,Special,4,1,1,,,,,
1015,Godfrey,Justice Blizzard,Special,4,2,2,Justice,200,"Perform a Driver Combo.
(It's enough to just be present.)",5,"I can feel the passion in your heart!
Yeah! You're getting me heated up too!"
1015,Godfrey,Justice Blizzard,Special,4,3,3,Justice,300,"Use Godfrey's favorite pouch item
from the Meat category.",4,"There's nothing like an Estral Steak!
It's fuel for the fire in my heart!"
1015,Godfrey,Justice Blizzard,Special,4,4,4,Justice,500,"Godfrey has something he wishes to
discuss. Go to Uraya and find an
answer together with him.",,"I'll always stay true to the
justice I believe in!"
1015,Godfrey,Justice Blizzard,Special,4,5,5,Justice,800,"Perform a Driver Combo finisher.
(It's enough to just be present.)",3,"Daaaamn, you're good!
I need to work harder myself!"
1015,Godfrey,Got the Guts,Battle Skill,5,1,1,,,,,
1015,Godfrey,Got the Guts,Battle Skill,5,2,2,Bravery,200,Block an attack.,5,My power is the power to protect!
1015,Godfrey,Got the Guts,Battle Skill,5,3,3,Bravery,300,Block an attack.,7,"You can count on me, partner.
I'm always here for you!"
1015,Godfrey,Got the Guts,Battle Skill,5,4,4,Bravery,500,Block an attack.,9,"I feel like I can protect everyone!
Isn't that right, partner?"
1015,Godfrey,Got the Guts,Battle Skill,5,5,5,Bravery,800,Block an attack.,10,"Time to mount a counterattack.
I'll show them all what I can do!"
1015,Godfrey,Fierce Fervor,Battle Skill,6,1,1,,,,,
1015,Godfrey,Fierce Fervor,Battle Skill,6,2,2,Bravery,200,Raise Affinity in combat.,2,"We can't miss this opportunity.
Come on, let's do this!"
1015,Godfrey,Fierce Fervor,Battle Skill,6,3,3,Bravery,300,Raise Affinity in combat.,5,"You see that?! That's the power
of friendship and justice!"
1015,Godfrey,Fierce Fervor,Battle Skill,6,4,4,Bravery,500,Raise Affinity in combat.,6,Time for a decisive strike!
1015,Godfrey,Fierce Fervor,Battle Skill,6,5,5,Bravery,800,"In Heimos's Crevasse, Tantal, view the
Heart-to-Heart ""Servant of Justice"".",,"My fists burn with blue flames!
I will hear no arguments!"
1015,Godfrey,Light of Justice,Battle Skill,7,1,1,Bravery,100,"Deal a certain amount
of total damage.",200,Cool! I got even stronger!
1015,Godfrey,Light of Justice,Battle Skill,7,2,2,Bravery,200,"Deal a certain amount
of total damage.",8000,"A good offense is the best defense!
There's no stopping us!"
1015,Godfrey,Light of Justice,Battle Skill,7,3,3,Bravery,300,"Deal a certain amount
of total damage.",16000,This is no challenge for us!
1015,Godfrey,Light of Justice,Battle Skill,7,4,4,Bravery,500,"Deal a certain amount
of total damage.",32000,Yeah! We're on fire!
1015,Godfrey,Light of Justice,Battle Skill,7,5,5,Bravery,800,"Deal a certain amount
of total damage.",48000,We are the ultimate fighters!
1015,Godfrey,Passionate Soul,Field Skill,8,1,1,,,,,
1015,Godfrey,Passionate Soul,Field Skill,8,2,2,Bravery,300,"Complete the Merc Mission
""Allies of Justice 1"".",,"My heart is burning with the
desire for justice!"
1015,Godfrey,Passionate Soul,Field Skill,8,3,3,Bravery,500,"Complete the Merc Mission
""Allies of Justice 2"".",,"If something seems too good to be true,
it usually is. Keep your wits about you!"
1015,Godfrey,Passionate Soul,Field Skill,8,4,,,,,,
1015,Godfrey,Passionate Soul,Field Skill,8,5,,,,,,
1015,Godfrey,Justice-Loving Soul,Field Skill,9,1,1,,,,,
1015,Godfrey,Justice-Loving Soul,Field Skill,9,2,2,Justice,300,"Complete the Merc Mission
""Allies of Justice 3"".",,"Protecting the weak from the menace
of the strong! That's my way of justice!"
1015,Godfrey,Justice-Loving Soul,Field Skill,9,3,3,Justice,500,"Complete the Merc Mission
""Allies of Justice 4"".",,"Never forget to hold on to the
flame of justice in your heart!"
1015,Godfrey,Justice-Loving Soul,Field Skill,9,4,,,,,,
1015,Godfrey,Justice-Loving Soul,Field Skill,9,5,,,,,,
1015,Godfrey,Kind Soul,Field Skill,10,1,1,,,,,
1015,Godfrey,Kind Soul,Field Skill,10,2,2,Compassion,300,"Complete the Merc Mission
""Allies of Justice 5"".",,I won't let anyone suffer again!
1015,Godfrey,Kind Soul,Field Skill,10,3,3,Compassion,500,Increase Trust.,3800,"We're the ultimate partners, you and I!"
1015,Godfrey,Kind Soul,Field Skill,10,4,,,,,,
1015,Godfrey,Kind Soul,Field Skill,10,5,,,,,,
1016,Wulfric,,Key,1,1,1,,,,,
1016,Wulfric,,Key,1,2,2,Compassion,200,Increase Trust.,100,We are all...friends.
1016,Wulfric,,Key,1,3,3,Compassion,300,"In Fonsett, Leftheria,
view the Heart-to-Heart
""The Kindness of Blades"".",,"I will persevere.
Everyone... Thank you."
1016,Wulfric,,Key,1,4,4,Compassion,500,"Go to Theospiti Temple Ruins in Tantal
and complete the quest
""Tender-Hearted Beast"".",,"Everyone...accepts me?
Arrrrwwoooooooo!"
1016,Wulfric,,Key,1,5,5,Compassion,800,Increase Trust.,9800,"Our friendship... It runs deep.
Deep as...the mountain's roots."
1016,Wulfric,Brutal Lance,Special,2,1,1,,,,,
1016,Wulfric,Brutal Lance,Special,2,2,2,Justice,200,"Defeat Supercharged Alfonso
in Gormott.",1,"The foe was strong.
I became stronger."
1016,Wulfric,Brutal Lance,Special,2,3,3,Justice,300,Defeat a unique monster in Leftheria.,2,I will be...stronger yet.
1016,Wulfric,Brutal Lance,Special,2,4,4,Justice,500,"Defeat a unique monster
at the Cliffs of Morytha.",2,"Many strong foes.
But victory is...assured."
1016,Wulfric,Brutal Lance,Special,2,5,5,Justice,800,"Defeat a unique monster
in the Land of Morytha.",2,"These foes have strength.
But I have more!"
1016,Wulfric,Termination Blast,Special,3,1,1,,,,,
1016,Wulfric,Termination Blast,Special,3,2,2,Compassion,200,Defeat a Poison Brog in Uraya.,4,The Poison Brogs...were outmatched.
1016,Wulfric,Termination Blast,Special,3,3,3,Compassion,300,Defeat a Nyol Flamii in Leftheria.,5,"Nyol Flamii fought hard...
but I was the victor!"
1016,Wulfric,Termination Blast,Special,3,4,4,Compassion,500,"Defeat a Mabluk Aspar
at the Cliffs of Morytha.",4,I am improving?
1016,Wulfric,Termination Blast,Special,3,5,5,Compassion,800,Finish an enemy.,40,I...swell with power.
1016,Wulfric,Hellbound,Special,4,1,1,,,,,
1016,Wulfric,Hellbound,Special,4,2,2,Bravery,200,Perform a Blade Combo.,5,I still have much to learn.
1016,Wulfric,Hellbound,Special,4,3,3,Bravery,300,Perform a Blade Combo.,7,I will not fail.
1016,Wulfric,Hellbound,Special,4,4,4,Bravery,500,Perform a Blade Combo.,10,Witness the power...of earth!
1016,Wulfric,Hellbound,Special,4,5,5,Bravery,800,Finish with a Blade Combo.,3,Tremble before my might!
1016,Wulfric,The Preternatural,Battle Skill,5,1,1,Justice,100,Perform a Blade Combo.,2,I have...more power now!
1016,Wulfric,The Preternatural,Battle Skill,5,2,2,Justice,200,"Perform a Driver Combo.
(It's enough to just be present.)",5,You show promise too...
1016,Wulfric,The Preternatural,Battle Skill,5,3,3,Justice,300,"Perform a Driver Combo.
(It's enough to just be present.)",7,Must do better...
1016,Wulfric,The Preternatural,Battle Skill,5,4,4,Justice,500,"Perform a Driver Combo.
(It's enough to just be present.)",10,New powers awoke within me.
1016,Wulfric,The Preternatural,Battle Skill,5,5,5,Justice,800,"Perform a Driver Combo finisher.
(It's enough to just be present.)",3,I use my strength for you.
1016,Wulfric,Power Unleashed,Battle Skill,6,1,1,,,,,
1016,Wulfric,Power Unleashed,Battle Skill,6,2,2,Compassion,200,"Deal a certain amount
of total damage.",8000,We...strive.
1016,Wulfric,Power Unleashed,Battle Skill,6,3,3,Compassion,300,"Deal a certain amount
of total damage.",16000,Still room to improve.
1016,Wulfric,Power Unleashed,Battle Skill,6,4,4,Compassion,500,"Deal a certain amount
of total damage.",32000,We are stronger?
1016,Wulfric,Power Unleashed,Battle Skill,6,5,5,Compassion,800,"Deal a certain amount
of total damage.",48000,"We are...superior.
Opponents tremble."
1016,Wulfric,Critical Strike,Battle Skill,7,1,1,,,,,
1016,Wulfric,Critical Strike,Battle Skill,7,2,2,Compassion,200,Deal a critical hit.,5,In the vitals...
1016,Wulfric,Critical Strike,Battle Skill,7,3,3,Compassion,300,Deal a critical hit.,7,A critical strike...
1016,Wulfric,Critical Strike,Battle Skill,7,4,4,Compassion,500,Deal a critical hit.,8,One hit...one kill.
1016,Wulfric,Critical Strike,Battle Skill,7,5,5,Compassion,800,Deal a critical hit.,10,It will come in handy.
1016,Wulfric,Superstrength,Field Skill,8,1,1,,,,,
1016,Wulfric,Superstrength,Field Skill,8,2,2,Bravery,200,"Use Wulfric's favorite pouch items.
(Staple Foods category)",4,I brim...with might.
1016,Wulfric,Superstrength,Field Skill,8,3,3,Bravery,300,Complete a Merc Mission.,2,"My duty is fulfilled.
Are my comrades pleased?"
1016,Wulfric,Superstrength,Field Skill,8,4,4,Bravery,500,"Use Wulfric's favorite pouch item
from the Seafood category.",4,It is a kind of strength...
1016,Wulfric,Superstrength,Field Skill,8,5,5,Bravery,800,Speak to an Ardainian.,20,Ardainians... They are diligent people.
1016,Wulfric,Earth Mastery,Field Skill,9,1,1,,,,,
1016,Wulfric,Earth Mastery,Field Skill,9,2,2,Compassion,200,Defeat a Bobbile Brog in Uraya.,4,"The mighty earth... I command it.
I have gained skill."
1016,Wulfric,Earth Mastery,Field Skill,9,3,3,Compassion,300,Speak to a Gormotti.,10,"Gormott has...many odd folk.
You agree?"
1016,Wulfric,Earth Mastery,Field Skill,9,4,4,Compassion,500,Complete a Merc Mission.,4,"The mission is complete.
When is the next...?"
1016,Wulfric,Earth Mastery,Field Skill,9,5,5,Compassion,800,"Defeat a Goldol Anlood
at the Cliffs of Morytha.",4,"I have mastered earth's power.
It bends to my will!"
1016,Wulfric,Focus,Field Skill,10,1,1,,,,,
1016,Wulfric,Focus,Field Skill,10,2,2,Compassion,200,"Use Wulfric's favorite pouch items.
(Literature category)",2,I feel...giddy.
1016,Wulfric,Focus,Field Skill,10,3,3,Compassion,300,"Use Wulfric's favorite pouch item
from the Board Games category.",2,"My heart...swells.
And my power, too..."
1016,Wulfric,Focus,Field Skill,10,4,4,Compassion,500,Speak to a Tantalese person.,15,"The people of Tantal...
A curious breed."
1016,Wulfric,Focus,Field Skill,10,5,5,Compassion,800,Complete a Merc Mission.,6,"The assignment is finished.
I am...glad I could help."
1017,Perceval,,Key,1,1,1,,,,,
1017,Perceval,,Key,1,2,2,Justice,200,Increase Trust.,100,Show me your strength.
1017,Perceval,,Key,1,3,3,Justice,300,Increase Trust.,1300,You have quite some skills.
1017,Perceval,,Key,1,4,4,Justice,500,Increase Trust.,3800,I am proud to have you as my Driver.
1017,Perceval,,Key,1,5,5,Justice,800,Increase Trust.,9800,Your path is my path.
1017,Perceval,Dark Serpent,Special,2,1,1,,,,,
1017,Perceval,Dark Serpent,Special,2,2,2,Justice,200,"Use Perceval's favorite pouch items.
(Drinks category)",4,"Mm, this is delicious.
Are you not having any? You'll never
be strong without a healthy diet."
1017,Perceval,Dark Serpent,Special,2,3,3,Justice,300,"Go to Nharil Central Plaza in
Mor Ardain and complete the quest
""Failure and Success"".",,"As long as there is evil in the world,
it is my calling to pass judgment."
1017,Perceval,Dark Serpent,Special,2,4,4,Justice,500,Perform a Blade Combo.,10,Be consumed by the darkness.
1017,Perceval,Dark Serpent,Special,2,5,5,Justice,800,Perform a Blade Combo finisher.,3,Behold my power.
1017,Perceval,Blade Vortex,Special,3,1,1,,,,,
1017,Perceval,Blade Vortex,Special,3,2,2,Justice,200,"Perform a Driver Combo.
(It's enough to just be present.)",5,"An impressive feat. I see you have
not neglected your training."
1017,Perceval,Blade Vortex,Special,3,3,3,Justice,300,Defeat a Zeld Rodonya in Mor Ardain.,5,"I show no mercy to evildoers.
Their blood will wet my blade."
1017,Perceval,Blade Vortex,Special,3,4,4,Justice,500,Use Blade Vortex.,9,"New power has awakened within me.
I will unleash it in our next battle."
1017,Perceval,Blade Vortex,Special,3,5,5,Justice,800,"Defeat Evileye Mambor
at the Cliffs of Morytha.",1,I know only victory.
1017,Perceval,Grim Moon,Special,4,1,1,,,,,
1017,Perceval,Grim Moon,Special,4,2,2,Justice,200,Defeat a Water Hiln in Uraya.,5,"If you stand in my path,
I will strike you down."
1017,Perceval,Grim Moon,Special,4,3,3,Justice,300,Use Grim Moon.,6,My training has brought me strength.
1017,Perceval,Grim Moon,Special,4,4,4,Justice,500,"Perform a Driver Combo.
(It's enough to just be present.)",10,"Your skills are almost as
impressive as my own."
1017,Perceval,Grim Moon,Special,4,5,5,Justice,800,"In a place with wall art in Tantal,
view the Heart-to-Heart
""Poetic License"".",,"I hope you will support me in my
quest to strike down the wicked."
1017,Perceval,Eater of Men,Battle Skill,5,1,1,,,,,
1017,Perceval,Eater of Men,Battle Skill,5,2,2,Justice,200,Finish an enemy.,10,"With each foe I destroy,
my power grows."
1017,Perceval,Eater of Men,Battle Skill,5,3,3,Justice,300,Finish an enemy.,20,"Follow my lead.
The path to victory is clear!"
1017,Perceval,Eater of Men,Battle Skill,5,4,4,Justice,500,Finish an enemy.,30,"Just one more step until
I reach new heights..."
1017,Perceval,Eater of Men,Battle Skill,5,5,5,Justice,800,Finish an enemy.,40,There is no foe I cannot strike down.
1017,Perceval,Soulsucker,Battle Skill,6,1,1,,,,,
1017,Perceval,Soulsucker,Battle Skill,6,2,2,Justice,200,Collect an HP Potion.,10,"The important thing is to keep up
one's efforts consistently."
1017,Perceval,Soulsucker,Battle Skill,6,3,3,Justice,300,Collect an HP Potion.,15,All that training was worthwhile.
1017,Perceval,Soulsucker,Battle Skill,6,4,4,Justice,500,Collect an HP Potion.,20,"So, the time has come to
unleash my strength."
1017,Perceval,Soulsucker,Battle Skill,6,5,5,Justice,800,Collect an HP Potion.,30,Leave it to me. I will not disappoint.
1017,Perceval,Brandish,Battle Skill,7,1,1,Justice,100,Finish an enemy.,5,"I have attained new mastery.
But that is barely worth mentioning."
1017,Perceval,Brandish,Battle Skill,7,2,2,Justice,200,"Defeat Igna enemies in Uraya.
(Excludes unique monsters.)",6,"These Ignas are wily foes.
We must keep our wits about us."
1017,Perceval,Brandish,Battle Skill,7,3,3,Justice,300,"Defeat Igna enemies in Uraya.
(Excludes unique monsters.)",6,"So, we meet again. I have come far
since last we did battle... But I suppose
you can no longer hear my words."
1017,Perceval,Brandish,Battle Skill,7,4,4,Justice,500,"Defeat Tirkin enemies in Tantal.
(Excludes unique monsters.)",4,"Thank you for your help in my training.
Your sacrifice served a greater purpose."
1017,Perceval,Brandish,Battle Skill,7,5,5,Justice,800,"Defeat an Indoline Loyalist
at the World Tree.",5,"This one was a formidable foe...
A worthy sacrifice for my training."
1017,Perceval,Dark Mastery,Field Skill,8,1,1,,,,,
1017,Perceval,Dark Mastery,Field Skill,8,2,,,,,,
1017,Perceval,Dark Mastery,Field Skill,8,3,2,Justice,300,Defeat a Fabel Bufa in Mor Ardain.,4,"I feel a darkness within me...
Is my power growing stronger?"
1017,Perceval,Dark Mastery,Field Skill,8,4,,,,,,
1017,Perceval,Dark Mastery,Field Skill,8,5,3,Justice,800,"Defeat a Phoebus Sovereign
at the World Tree.",5,"I feel the blackness engulfing me...
My power is always at the ready."
1017,Perceval,Leaping,Field Skill,9,1,1,Justice,100,"Use Perceval's favorite pouch items.
(Drinks category)",2,You have discerning taste.
1017,Perceval,Leaping,Field Skill,9,2,,,,,,
1017,Perceval,Leaping,Field Skill,9,3,2,Justice,300,"Use Perceval's favorite pouch item
from the Instruments category.",2,"This Scarlet Shamisen produces such
fine tones... It feels as though just
listening to it sharpens my senses."
1017,Perceval,Leaping,Field Skill,9,4,,,,,,
1017,Perceval,Leaping,Field Skill,9,5,3,Justice,800,"Use Perceval's favorite pouch items.
(Art category)",2,"What a remarkable sight...
There's something to be said
for aesthetic value."
1017,Perceval,Assassination,Field Skill,10,1,1,,,,,
1017,Perceval,Assassination,Field Skill,10,2,,,,,,
1017,Perceval,Assassination,Field Skill,10,3,2,Justice,300,"Head to Nopon Pioneers' Spring
in Mor Ardain.",,Even I need rest sometimes.
1017,Perceval,Assassination,Field Skill,10,4,3,Justice,500,"Head to the Lost Capital Judicium
in Temperantia.",,"These Secret Areas are most intriguing.
Perhaps there is value in taking the
time to explore our surroundings."
1017,Perceval,Assassination,Field Skill,10,5,,,,,,
1018,Vale,,Key,1,1,1,,,,,
1018,Vale,,Key,1,2,2,Justice,200,Increase Trust.,100,"I'll do whatever I damn want to.
D'you wanna file a complaint?"
1018,Vale,,Key,1,3,3,Justice,300,Increase Trust.,1300,"I think you'll find I'm quite
indifferent toward you."
1018,Vale,,Key,1,4,4,Justice,500,Increase Trust.,3800,"I... I resent the implication that I might
care about you at all. At all!"
1018,Vale,,Key,1,5,5,Justice,800,Increase Trust.,9800,"I wanted to, that is, I, ah...
What I mean is, uh. Thanks. There."
1018,Vale,Blood Altar,Special,2,1,1,,,,,
1018,Vale,Blood Altar,Special,2,2,2,Compassion,200,Use Blood Altar.,10,"You just stay quiet, watch and learn."
1018,Vale,Blood Altar,Special,2,3,3,Compassion,300,Defeat a Spanner Bunnit in Mor Ardain.,5,"You'd raise a weapon to me?
The nerve."
1018,Vale,Blood Altar,Special,2,4,4,Compassion,500,Use Blood Altar.,12,Today I come into my own.
1018,Vale,Blood Altar,Special,2,5,5,Compassion,800,Perform a Blade Combo finisher.,3,To the infinite abyss with you.
1018,Vale,Tainted Palace,Special,3,1,1,,,,,
1018,Vale,Tainted Palace,Special,3,2,2,Justice,200,Defeat a Flanck Lysaat in Uraya.,5,"You cannot hope to stand
against my darkness..."
1018,Vale,Tainted Palace,Special,3,3,3,Justice,300,Use Tainted Palace.,8,I'm getting out of hand.
1018,Vale,Tainted Palace,Special,3,4,4,Justice,500,"Defeat a Riveral Ansel
at the World Tree.",5,"Be silent, and your death will be light."
1018,Vale,Tainted Palace,Special,3,5,5,Justice,800,Use Tainted Palace.,10,"Hahah... This feels good.
It'll feel even better the next
time we fight."
1018,Vale,Accursed Prison,Special,4,1,1,,,,,
1018,Vale,Accursed Prison,Special,4,2,2,Justice,200,Use Accursed Prison.,5,"Oh my, did that hurt...? Yes? Good."
1018,Vale,Accursed Prison,Special,4,3,3,Justice,300,"Perform a Driver Combo.
(It's enough to just be present.)",7,Is that the best you can do?
1018,Vale,Accursed Prison,Special,4,4,4,Justice,500,Use Accursed Prison.,7,"Stand aside, and let me show you
how it's really done."
1018,Vale,Accursed Prison,Special,4,5,5,Justice,800,"Go to Nharil Central Plaza in
Mor Ardain and complete the quest
""The Ties that Bind"".",,"I will live as I please.
Alongside you.
Please and thank you."
1018,Vale,Violence Machine,Battle Skill,5,1,1,,,,,
1018,Vale,Violence Machine,Battle Skill,5,2,2,Bravery,200,Perform a Blade Combo.,5,"Would you like a piece of my darkness?
Well come and get it!"
1018,Vale,Violence Machine,Battle Skill,5,3,3,Bravery,300,"Defeat an Armor Scorpox
in Mor Ardain.",4,"You can't seriously think you can win?
Dream on... And let me change that
dream into a nightmare!"
1018,Vale,Violence Machine,Battle Skill,5,4,4,Bravery,500,Perform a Blade Combo.,10,"Have a taste of my power! You'll have
time for regret when you're dead..."
1018,Vale,Violence Machine,Battle Skill,5,5,5,Bravery,800,"Defeat a Phoebus Sovereign
at the World Tree.",5,"I've no choice, do I?
Fine, I've got your back."
1018,Vale,Void Lance,Battle Skill,6,1,1,Justice,100,Perform a Blade Combo.,2,"I've learned a new trick! Tee hee hee...
My power casts a long shadow."
1018,Vale,Void Lance,Battle Skill,6,2,2,Justice,200,"Perform a Driver Combo.
(It's enough to just be present.)",5,"I didn't expect much from you,
I must say."
1018,Vale,Void Lance,Battle Skill,6,3,3,Justice,300,Perform a Blade Combo.,7,"Behold, the power of the dark!"
1018,Vale,Void Lance,Battle Skill,6,4,4,Justice,500,"Defeat a Margot Sovereign
at the World Tree.",4,"The depth of my darkness
should give you pause."
1018,Vale,Void Lance,Battle Skill,6,5,5,Justice,800,"Defeat a Gerolf Sovereign
at the World Tree.",4,"Coming at us head-on? Ohh, bad idea.
You clearly don't value your life much."
1018,Vale,Overture of Blood,Battle Skill,7,1,1,,,,,
1018,Vale,Overture of Blood,Battle Skill,7,2,2,Justice,200,Finish an enemy.,10,I have no use for worms like you.
1018,Vale,Overture of Blood,Battle Skill,7,3,3,Justice,300,Finish an enemy.,20,It was hardly worth mentioning.
1018,Vale,Overture of Blood,Battle Skill,7,4,4,Justice,500,Finish an enemy.,30,Come at me! I'll rip you to shreds...
1018,Vale,Overture of Blood,Battle Skill,7,5,5,Justice,800,Finish an enemy.,40,"I'm doing this for myself, actually."
1018,Vale,Dark Mastery,Field Skill,8,1,1,,,,,
1018,Vale,Dark Mastery,Field Skill,8,2,,,,,,
1018,Vale,Dark Mastery,Field Skill,8,3,2,Justice,300,"Stop at the inn in Mor Ardain to view
the Heart-to-Heart ""Vale's Weakness"".",,"I hate mornings...
Ugh, fine, fine, I'll get up..."
1018,Vale,Dark Mastery,Field Skill,8,4,,,,,,
1018,Vale,Dark Mastery,Field Skill,8,5,3,Justice,800,"Defeat a Phoebus Sovereign
at the World Tree.",5,This dark power...
1018,Vale,Weaving,Field Skill,9,1,,,,,,
1018,Vale,Weaving,Field Skill,9,2,1,Truth,200,"Talk to the old lady at Future Crafts
in Fonsett in Leftheria.",,"Long story short, I...
do weaving in my spare time. What?"
1018,Vale,Weaving,Field Skill,9,3,2,Truth,300,"Make fabric.
(Previous instances count toward total.)",10,"Yes? You've got a problem with my
weaving hobby? Well, do you?"
1018,Vale,Weaving,Field Skill,9,4,3,Truth,500,"Make fabric.
(Previous instances count toward total.)",50,"If you actually tried it, you'd find it
quite pleasant! ...Ugh, just look what
you've made me say..."
1018,Vale,Weaving,Field Skill,9,5,,,,,,
1018,Vale,Girls' Talk,Field Skill,10,1,1,,,,,
1018,Vale,Girls' Talk,Field Skill,10,2,,,,,,
1018,Vale,Girls' Talk,Field Skill,10,3,2,Justice,300,Speak to women.,30,"All this jibber-jabber is making
my gorge rise... And yet..."
1018,Vale,Girls' Talk,Field Skill,10,4,,,,,,
1018,Vale,Girls' Talk,Field Skill,10,5,3,Justice,800,Speak to women.,50,"Oh, what the hell.
It can't hurt, right?"
1019,Agate,,Key,1,1,1,,,,,
1019,Agate,,Key,1,2,2,Justice,200,Increase Trust.,100,"I can do even better...
Just you watch!"
1019,Agate,,Key,1,3,3,Justice,300,Get some ore at the quarry in Uraya.,,"With your help, I know I can
reach for the stars..."
1019,Agate,,Key,1,4,4,Justice,500,Mine in every area.,,"We're making progress with the
excavations. Let's keep the
momentum going!"
1019,Agate,,Key,1,5,5,Justice,800,"Go to Uraya and complete the quest
""Precious Yearnings"".",,"When the fighting is over,
I hope we can all go hunt rocks
together again!"
1019,Agate,Heliodor Passion,Special,2,1,1,,,,,
1019,Agate,Heliodor Passion,Special,2,2,2,Bravery,200,Use Heliodor Passion.,10,"I'm getting not half bad, huh?"
1019,Agate,Heliodor Passion,Special,2,3,3,Bravery,300,Defeat a Brazay Rhana in Temperantia.,4,Let's be daring and resolute.
1019,Agate,Heliodor Passion,Special,2,4,4,Bravery,500,Use Heliodor Passion.,12,I've got a way to go still.
1019,Agate,Heliodor Passion,Special,2,5,5,Bravery,800,"Defeat Rapturous Scandia
in Leftheria.",1,"If you have courage and stand your
ground, there's no enemy too strong!"
1019,Agate,Star Beryl Courage,Special,3,1,1,,,,,
1019,Agate,Star Beryl Courage,Special,3,2,2,Bravery,200,Use Star Beryl Courage.,7,"I have to get stronger. I mean, I can't
just run away when things get tough!"
1019,Agate,Star Beryl Courage,Special,3,3,3,Bravery,300,"Defeat Arachno enemies in Mor Ardain.
(Excludes unique monsters.)",5,B-b-bugs...? I'll... I'll be all right.
1019,Agate,Star Beryl Courage,Special,3,4,4,Bravery,500,"Defeat a Seveeto Laia at
Spirit Crucible Elpys.",4,That was good practice.
1019,Agate,Star Beryl Courage,Special,3,5,5,Bravery,800,"Defeat Holy Lancer Efrain
at Spirit Crucible Elpys.",1,"The tougher the foes, the more
we stand to gain."
1019,Agate,Rhodochrosite Might,Special,4,1,1,,,,,
1019,Agate,Rhodochrosite Might,Special,4,2,2,Compassion,200,Defeat a Crawler Caterpile in Gormott.,4,Mmm... I'm really bad with bugs.
1019,Agate,Rhodochrosite Might,Special,4,3,3,Compassion,300,Use Rhodochrosite Might.,6,I feel more polished by the day.
1019,Agate,Rhodochrosite Might,Special,4,4,4,Compassion,500,"Perform a Driver Combo.
(It's enough to just be present.)",10,"I'll show you my new skills
the next time push comes to shove."
1019,Agate,Rhodochrosite Might,Special,4,5,5,Compassion,800,"Defeat Glamorous Alfred
at Spirit Crucible Elpys.",1,"I can't give myself an easy pass forever.
This is the crossroads of my life...
And I know which way is the right way!"
